product_id,product_name,category,sku,unit_price,quantity,total,date,channel,current_stock,safety_stock,reorder_point,lead_time_days,warehouse_location
1021,Office Chair,Furniture,OC-021,249.99,10,2499.9,2026-02-15,retail,20,8,15,21,Warehouse-A-33
1044,Dress Shirt,Apparel,DS-044,59.99,19,1139.81,2026-02-16,wholesale,44,15,50,10,Warehouse-B-18
1009,Wireless Charger,Electronics,WC-009,24.99,11,274.89,2026-02-16,retail,22,30,80,5,Warehouse-A-37
1049,Hoodie,Apparel,HD-049,69.99,1,69.99,2026-02-16,online,2,18,55,10,Warehouse-C-08
1024,Storage Cabinet,Furniture,SC-024,199.99,12,2399.88,2026-02-17,retail,24,10,25,14,Warehouse-C-13
1028,Bookshelf,Furniture,BS-028,179.99,2,359.98,2026-02-18,online,4,8,20,21,Warehouse-C-04
1045,Jeans,Apparel,JN-045,79.99,24,1919.76,2026-02-18,wholesale,48,12,40,14,Warehouse-C-19
1044,Dress Shirt,Apparel,DS-044,59.99,12,719.88,2026-02-18,wholesale,24,15,50,10,Warehouse-A-13
1012,Yoga Mat,Sports,YM-012,29.99,20,599.8,2026-02-19,wholesale,40,35,100,7,Warehouse-B-18
1042,Running Shorts,Apparel,RS-042,34.99,1,34.99,2026-02-19,online,2,20,60,7,Warehouse-C-01
1027,Drawer Unit,Furniture,DU-027,129.99,13,1689.87,2026-02-21,online,26,10,30,14,Warehouse-C-03
1017,Basketball,Sports,BK-017,34.99,6,209.94,2026-02-21,online,12,20,60,7,Warehouse-C-13
1046,Sports Bra,Apparel,SB-046,39.99,13,519.87,2026-02-21,retail,26,25,75,7,Warehouse-B-08
1013,Dumbbell Set,Sports,DS-013,89.99,10,899.9,2026-02-21,retail,20,12,40,14,Warehouse-B-10
1028,Bookshelf,Furniture,BS-028,179.99,7,1259.93,2026-02-22,online,14,8,20,21,Warehouse-B-17
1009,Wireless Charger,Electronics,WC-009,24.99,15,374.85,2026-02-23,retail,30,30,80,5,Warehouse-A-30
1049,Hoodie,Apparel,HD-049,69.99,22,1539.78,2026-02-24,wholesale,44,18,55,10,Warehouse-A-33
1031,Coffee Maker,Appliances,CM-031,89.99,14,1259.86,2026-02-24,retail,28,12,40,14,Warehouse-C-37
1018,Fitness Tracker,Sports,FT-018,149.99,24,3599.76,2026-02-24,wholesale,48,12,35,14,Warehouse-A-28
1020,Gym Gloves,Sports,GG-020,19.99,5,99.95,2026-02-24,online,10,30,90,7,Warehouse-C-23
1050,Socks Pack,Apparel,SP-050,14.99,11,164.89,2026-02-25,online,22,70,180,5,Warehouse-B-34
1005,Mechanical Keyboard,Electronics,MK-005,89.99,9,809.91,2026-02-25,online,18,10,30,14,Warehouse-B-21
1031,Coffee Maker,Appliances,CM-031,89.99,27,2429.73,2026-02-26,wholesale,54,12,40,14,Warehouse-A-09
1048,Winter Gloves,Apparel,WG-048,19.99,2,39.98,2026-02-27,online,106,45,130,5,Warehouse-A-10
1041,Winter Jacket,Apparel,WJ-041,199.99,9,1799.91,2026-02-27,retail,18,8,20,21,Warehouse-C-03
1036,Electric Kettle,Appliances,EK-036,39.99,30,1199.7,2026-03-01,wholesale,60,18,60,7,Warehouse-C-21
1022,Standing Desk,Furniture,SD-022,449.99,7,3149.93,2026-03-01,online,14,5,10,30,Warehouse-C-12
1027,Drawer Unit,Furniture,DU-027,129.99,13,1689.87,2026-03-01,retail,26,10,30,14,Warehouse-B-29
1009,Wireless Charger,Electronics,WC-009,24.99,15,374.85,2026-03-01,online,30,30,80,5,Warehouse-C-08
1043,Cotton T-Shirt,Apparel,CT-043,24.99,3,74.97,2026-03-01,online,6,40,120,5,Warehouse-A-39
1034,Blender,Appliances,BL-034,79.99,10,799.9,2026-03-02,wholesale,20,12,40,10,Warehouse-B-12
1027,Drawer Unit,Furniture,DU-027,129.99,4,519.96,2026-03-02,retail,8,10,30,14,Warehouse-C-28
1031,Coffee Maker,Appliances,CM-031,89.99,20,1799.8,2026-03-03,wholesale,40,12,40,14,Warehouse-A-37
1043,Cotton T-Shirt,Apparel,CT-043,24.99,17,424.83,2026-03-03,wholesale,34,40,120,5,Warehouse-C-38
1038,Food Processor,Appliances,FP-038,199.99,9,1799.91,2026-03-03,wholesale,18,8,22,21,Warehouse-C-31
1015,Resistance Bands,Sports,RB-015,19.99,3,59.97,2026-03-03,retail,6,50,120,5,Warehouse-C-34
1029,Conference Table,Furniture,CT-029,599.99,13,7799.87,2026-03-04,online,26,5,8,30,Warehouse-B-36
1037,Rice Cooker,Appliances,RC-037,69.99,6,419.94,2026-03-04,wholesale,28,15,45,10,Warehouse-A-35
1049,Hoodie,Apparel,HD-049,69.99,28,1959.72,2026-03-04,wholesale,56,18,55,10,Warehouse-B-08
1016,Cycling Helmet,Sports,CH-016,69.99,14,979.86,2026-03-04,wholesale,28,15,45,10,Warehouse-C-15
1003,Bluetooth Speaker,Electronics,BS-003,59.99,24,1439.76,2026-03-04,wholesale,48,15,40,10,Warehouse-C-15
1019,Water Bottle,Sports,WB-019,14.99,6,89.94,2026-03-05,online,264,60,150,5,Warehouse-B-16
1030,File Cabinet,Furniture,FC-030,149.99,11,1649.89,2026-03-05,retail,22,10,28,14,Warehouse-C-08
1027,Drawer Unit,Furniture,DU-027,129.99,16,2079.84,2026-03-05,retail,32,10,30,14,Warehouse-B-38
1016,Cycling Helmet,Sports,CH-016,69.99,12,839.88,2026-03-07,retail,24,15,45,10,Warehouse-A-06
1038,Food Processor,Appliances,FP-038,199.99,3,599.97,2026-03-08,online,6,8,22,21,Warehouse-A-12
1029,Conference Table,Furniture,CT-029,599.99,30,17999.7,2026-03-08,wholesale,60,5,8,30,Warehouse-C-21
1036,Electric Kettle,Appliances,EK-036,39.99,10,399.9,2026-03-08,retail,20,18,60,7,Warehouse-A-19
1001,Wireless Mouse,Electronics,WM-001,29.99,11,329.89,2026-03-08,wholesale,22,20,50,7,Warehouse-A-13
1007,Monitor 27inch,Electronics,MN-007,299.99,3,899.97,2026-03-09,retail,6,8,20,21,Warehouse-C-36
1006,Webcam HD,Electronics,WH-006,79.99,11,879.89,2026-03-09,retail,22,15,35,7,Warehouse-C-05
1006,Webcam HD,Electronics,WH-006,79.99,2,159.98,2026-03-10,online,4,15,35,7,Warehouse-B-28
1026,Monitor Arm,Furniture,MA-026,89.99,13,1169.87,2026-03-10,wholesale,26,15,45,10,Warehouse-A-22
1043,Cotton T-Shirt,Apparel,CT-043,24.99,15,374.85,2026-03-10,retail,30,40,120,5,Warehouse-B-08
1013,Dumbbell Set,Sports,DS-013,89.99,14,1259.86,2026-03-10,online,28,12,40,14,Warehouse-B-01
1037,Rice Cooker,Appliances,RC-037,69.99,19,1329.81,2026-03-11,retail,38,15,45,10,Warehouse-C-03
1011,Running Shoes,Sports,RS-011,129.99,5,649.95,2026-03-11,online,10,20,60,10,Warehouse-C-10
1010,Noise Cancelling Headphones,Electronics,NCH-010,199.99,4,799.96,2026-03-12,online,8,10,25,14,Warehouse-B-37
1027,Drawer Unit,Furniture,DU-027,129.99,15,1949.85,2026-03-12,online,30,10,30,14,Warehouse-C-36
1005,Mechanical Keyboard,Electronics,MK-005,89.99,10,899.9,2026-03-13,online,20,10,30,14,Warehouse-B-15
1034,Blender,Appliances,BL-034,79.99,12,959.88,2026-03-13,wholesale,24,12,40,10,Warehouse-B-35
1039,Slow Cooker,Appliances,SL-039,59.99,17,1019.83,2026-03-13,wholesale,34,15,50,10,Warehouse-C-25
1024,Storage Cabinet,Furniture,SC-024,199.99,3,599.97,2026-03-13,online,6,10,25,14,Warehouse-B-12
1030,File Cabinet,Furniture,FC-030,149.99,28,4199.72,2026-03-14,wholesale,56,10,28,14,Warehouse-C-23
1010,Noise Cancelling Headphones,Electronics,NCH-010,199.99,10,1999.9,2026-03-14,wholesale,20,10,25,14,Warehouse-A-06
1016,Cycling Helmet,Sports,CH-016,69.99,16,1119.84,2026-03-14,wholesale,32,15,45,10,Warehouse-B-12
1040,Waffle Maker,Appliances,WM-040,54.99,14,769.86,2026-03-14,retail,28,12,42,10,Warehouse-B-35
1042,Running Shorts,Apparel,RS-042,34.99,4,139.96,2026-03-16,online,98,20,60,7,Warehouse-C-19
1036,Electric Kettle,Appliances,EK-036,39.99,6,239.94,2026-03-16,retail,12,18,60,7,Warehouse-C-20
1014,Tennis Racket,Sports,TR-014,149.99,9,1349.91,2026-03-17,online,18,10,30,10,Warehouse-C-36
1033,Toaster,Appliances,TO-033,49.99,20,999.8,2026-03-17,retail,40,15,50,10,Warehouse-C-14
1026,Monitor Arm,Furniture,MA-026,89.99,2,179.98,2026-03-18,online,4,15,45,10,Warehouse-A-04
1002,USB-C Cable,Electronics,UC-002,12.99,8,103.92,2026-03-19,retail,16,25,60,5,Warehouse-A-31
1021,Office Chair,Furniture,OC-021,249.99,2,499.98,2026-03-19,online,4,8,15,21,Warehouse-B-36
1036,Electric Kettle,Appliances,EK-036,39.99,7,279.93,2026-03-19,retail,14,18,60,7,Warehouse-A-17
1012,Yoga Mat,Sports,YM-012,29.99,9,269.91,2026-03-20,retail,278,35,100,7,Warehouse-C-05
1049,Hoodie,Apparel,HD-049,69.99,30,2099.7,2026-03-20,wholesale,60,18,55,10,Warehouse-B-05
1006,Webcam HD,Electronics,WH-006,79.99,2,159.98,2026-03-21,online,4,15,35,7,Warehouse-A-37
1020,Gym Gloves,Sports,GG-020,19.99,6,119.94,2026-03-21,wholesale,12,30,90,7,Warehouse-B-31
1013,Dumbbell Set,Sports,DS-013,89.99,1,89.99,2026-03-21,online,2,12,40,14,Warehouse-C-17
1025,Whiteboard,Furniture,WB-025,79.99,6,479.94,2026-03-21,online,12,12,40,10,Warehouse-A-07
1045,Jeans,Apparel,JN-045,79.99,14,1119.86,2026-03-22,wholesale,28,12,40,14,Warehouse-C-11
1038,Food Processor,Appliances,FP-038,199.99,9,1799.91,2026-03-22,retail,18,8,22,21,Warehouse-C-05
1003,Bluetooth Speaker,Electronics,BS-003,59.99,11,659.89,2026-03-25,retail,22,15,40,10,Warehouse-B-39
1040,Waffle Maker,Appliances,WM-040,54.99,9,494.91,2026-03-25,online,18,12,42,10,Warehouse-C-36
1026,Monitor Arm,Furniture,MA-026,89.99,10,899.9,2026-03-26,wholesale,20,15,45,10,Warehouse-B-01
1028,Bookshelf,Furniture,BS-028,179.99,4,719.96,2026-03-26,online,8,8,20,21,Warehouse-A-33
1041,Winter Jacket,Apparel,WJ-041,199.99,5,999.95,2026-03-27,retail,10,8,20,21,Warehouse-B-33
1044,Dress Shirt,Apparel,DS-044,59.99,5,299.95,2026-03-27,online,10,15,50,10,Warehouse-B-24
1043,Cotton T-Shirt,Apparel,CT-043,24.99,13,324.87,2026-03-28,retail,66,40,120,5,Warehouse-B-40
1050,Socks Pack,Apparel,SP-050,14.99,19,284.81,2026-03-28,retail,38,70,180,5,Warehouse-A-05
1013,Dumbbell Set,Sports,DS-013,89.99,26,2339.74,2026-03-29,wholesale,52,12,40,14,Warehouse-B-18
1042,Running Shorts,Apparel,RS-042,34.99,8,279.92,2026-03-29,online,16,20,60,7,Warehouse-A-06
1042,Running Shorts,Apparel,RS-042,34.99,15,524.85,2026-03-29,online,30,20,60,7,Warehouse-C-40
1024,Storage Cabinet,Furniture,SC-024,199.99,5,999.95,2026-03-29,online,10,10,25,14,Warehouse-A-26
1036,Electric Kettle,Appliances,EK-036,39.99,19,759.81,2026-03-30,retail,70,18,60,7,Warehouse-C-24
1017,Basketball,Sports,BK-017,34.99,13,454.87,2026-03-30,online,26,20,60,7,Warehouse-B-09
1038,Food Processor,Appliances,FP-038,199.99,9,1799.91,2026-03-31,online,18,8,22,21,Warehouse-A-29
1038,Food Processor,Appliances,FP-038,199.99,8,1599.92,2026-04-01,wholesale,16,8,22,21,Warehouse-B-07
1037,Rice Cooker,Appliances,RC-037,69.99,12,839.88,2026-04-03,online,24,15,45,10,Warehouse-B-14
1008,USB Hub,Electronics,UH-008,34.99,18,629.82,2026-04-04,retail,36,25,70,5,Warehouse-C-38
1031,Coffee Maker,Appliances,CM-031,89.99,7,629.93,2026-04-04,retail,14,12,40,14,Warehouse-B-40
1029,Conference Table,Furniture,CT-029,599.99,4,2399.96,2026-04-04,online,8,5,8,30,Warehouse-B-06
1046,Sports Bra,Apparel,SB-046,39.99,17,679.83,2026-04-04,wholesale,34,25,75,7,Warehouse-A-33
1035,Air Fryer,Appliances,AF-035,149.99,12,1799.88,2026-04-05,retail,24,10,30,14,Warehouse-A-10
1030,File Cabinet,Furniture,FC-030,149.99,18,2699.82,2026-04-06,retail,36,10,28,14,Warehouse-B-08
1033,Toaster,Appliances,TO-033,49.99,27,1349.73,2026-04-06,wholesale,54,15,50,10,Warehouse-A-34
1039,Slow Cooker,Appliances,SL-039,59.99,9,539.91,2026-04-06,online,18,15,50,10,Warehouse-A-28
1006,Webcam HD,Electronics,WH-006,79.99,10,799.9,2026-04-06,online,20,15,35,7,Warehouse-C-26
1007,Monitor 27inch,Electronics,MN-007,299.99,5,1499.95,2026-04-06,online,10,8,20,21,Warehouse-A-08
1041,Winter Jacket,Apparel,WJ-041,199.99,13,2599.87,2026-04-07,online,26,8,20,21,Warehouse-A-17
1003,Bluetooth Speaker,Electronics,BS-003,59.99,14,839.86,2026-04-07,retail,28,15,40,10,Warehouse-C-06
1020,Gym Gloves,Sports,GG-020,19.99,6,119.94,2026-04-08,online,212,30,90,7,Warehouse-B-17
1033,Toaster,Appliances,TO-033,49.99,19,949.81,2026-04-09,wholesale,38,15,50,10,Warehouse-A-39
1025,Whiteboard,Furniture,WB-025,79.99,12,959.88,2026-04-09,online,24,12,40,10,Warehouse-C-08
1031,Coffee Maker,Appliances,CM-031,89.99,10,899.9,2026-04-09,online,20,12,40,14,Warehouse-A-31
1001,Wireless Mouse,Electronics,WM-001,29.99,4,119.96,2026-04-10,online,8,20,50,7,Warehouse-B-01
1026,Monitor Arm,Furniture,MA-026,89.99,13,1169.87,2026-04-10,retail,26,15,45,10,Warehouse-C-20
1046,Sports Bra,Apparel,SB-046,39.99,16,639.84,2026-04-10,retail,32,25,75,7,Warehouse-B-24
1016,Cycling Helmet,Sports,CH-016,69.99,1,69.99,2026-04-10,online,2,15,45,10,Warehouse-A-29
1028,Bookshelf,Furniture,BS-028,179.99,19,3419.81,2026-04-12,retail,38,8,20,21,Warehouse-B-06
1008,USB Hub,Electronics,UH-008,34.99,5,174.95,2026-04-12,wholesale,10,25,70,5,Warehouse-A-12
1029,Conference Table,Furniture,CT-029,599.99,6,3599.94,2026-04-13,online,12,5,8,30,Warehouse-A-25
1048,Winter Gloves,Apparel,WG-048,19.99,13,259.87,2026-04-13,wholesale,26,45,130,5,Warehouse-A-34
1001,Wireless Mouse,Electronics,WM-001,29.99,15,449.85,2026-04-14,wholesale,30,20,50,7,Warehouse-B-16
1035,Air Fryer,Appliances,AF-035,149.99,16,2399.84,2026-04-15,retail,32,10,30,14,Warehouse-A-12
1008,USB Hub,Electronics,UH-008,34.99,7,244.93,2026-04-15,retail,14,25,70,5,Warehouse-C-20
1039,Slow Cooker,Appliances,SL-039,59.99,13,779.87,2026-04-15,retail,26,15,50,10,Warehouse-C-16
1032,Microwave Oven,Appliances,MO-032,129.99,15,1949.85,2026-04-16,retail,30,10,35,14,Warehouse-B-15
1015,Resistance Bands,Sports,RB-015,19.99,14,279.86,2026-04-16,retail,28,50,120,5,Warehouse-C-37
1004,Laptop Stand,Electronics,LS-004,45.99,7,321.93,2026-04-18,retail,14,20,45,7,Warehouse-C-36
1027,Drawer Unit,Furniture,DU-027,129.99,6,779.94,2026-04-18,retail,12,10,30,14,Warehouse-C-07
1016,Cycling Helmet,Sports,CH-016,69.99,17,1189.83,2026-04-19,wholesale,34,15,45,10,Warehouse-B-05
1044,Dress Shirt,Apparel,DS-044,59.99,11,659.89,2026-04-19,online,22,15,50,10,Warehouse-B-22
1013,Dumbbell Set,Sports,DS-013,89.99,8,719.92,2026-04-20,retail,56,12,40,14,Warehouse-A-40
1044,Dress Shirt,Apparel,DS-044,59.99,14,839.86,2026-04-20,online,28,15,50,10,Warehouse-C-17
1013,Dumbbell Set,Sports,DS-013,89.99,16,1439.84,2026-04-21,retail,32,12,40,14,Warehouse-C-19
1003,Bluetooth Speaker,Electronics,BS-003,59.99,19,1139.81,2026-04-21,retail,38,15,40,10,Warehouse-C-02
1005,Mechanical Keyboard,Electronics,MK-005,89.99,28,2519.72,2026-04-22,wholesale,56,10,30,14,Warehouse-A-13
1020,Gym Gloves,Sports,GG-020,19.99,9,179.91,2026-04-22,wholesale,18,30,90,7,Warehouse-B-31
1002,USB-C Cable,Electronics,UC-002,12.99,1,12.99,2026-04-22,online,2,25,60,5,Warehouse-A-24
1050,Socks Pack,Apparel,SP-050,14.99,3,44.97,2026-04-23,online,52,70,180,5,Warehouse-C-39
1017,Basketball,Sports,BK-017,34.99,7,244.93,2026-04-23,retail,14,20,60,7,Warehouse-C-17
1047,Baseball Cap,Apparel,BC-047,29.99,5,149.95,2026-04-23,online,10,30,90,5,Warehouse-B-27
1014,Tennis Racket,Sports,TR-014,149.99,17,2549.83,2026-04-25,retail,34,10,30,10,Warehouse-C-24
1048,Winter Gloves,Apparel,WG-048,19.99,9,179.91,2026-04-25,online,18,45,130,5,Warehouse-C-37
1015,Resistance Bands,Sports,RB-015,19.99,14,279.86,2026-04-25,online,28,50,120,5,Warehouse-B-26
1024,Storage Cabinet,Furniture,SC-024,199.99,11,2199.89,2026-04-25,retail,22,10,25,14,Warehouse-A-16
1020,Gym Gloves,Sports,GG-020,19.99,7,139.93,2026-04-25,wholesale,14,30,90,7,Warehouse-A-01
1037,Rice Cooker,Appliances,RC-037,69.99,8,559.92,2026-04-25,wholesale,16,15,45,10,Warehouse-C-01
1009,Wireless Charger,Electronics,WC-009,24.99,11,274.89,2026-04-26,online,22,30,80,5,Warehouse-C-02
1037,Rice Cooker,Appliances,RC-037,69.99,13,909.87,2026-04-26,retail,26,15,45,10,Warehouse-A-05
1019,Water Bottle,Sports,WB-019,14.99,9,134.91,2026-04-27,online,364,60,150,5,Warehouse-C-17
1047,Baseball Cap,Apparel,BC-047,29.99,18,539.82,2026-04-27,wholesale,36,30,90,5,Warehouse-C-06
1045,Jeans,Apparel,JN-045,79.99,17,1359.83,2026-04-28,retail,34,12,40,14,Warehouse-C-30
1022,Standing Desk,Furniture,SD-022,449.99,17,7649.83,2026-04-28,wholesale,34,5,10,30,Warehouse-A-14
1030,File Cabinet,Furniture,FC-030,149.99,16,2399.84,2026-05-01,retail,32,10,28,14,Warehouse-A-30
1018,Fitness Tracker,Sports,FT-018,149.99,9,1349.91,2026-05-01,retail,18,12,35,14,Warehouse-C-10
1033,Toaster,Appliances,TO-033,49.99,8,399.92,2026-05-02,retail,56,15,50,10,Warehouse-C-08
1010,Noise Cancelling Headphones,Electronics,NCH-010,199.99,28,5599.72,2026-05-02,wholesale,56,10,25,14,Warehouse-B-01
1007,Monitor 27inch,Electronics,MN-007,299.99,9,2699.91,2026-05-02,retail,18,8,20,21,Warehouse-A-23
1033,Toaster,Appliances,TO-033,49.99,16,799.84,2026-05-03,wholesale,32,15,50,10,Warehouse-B-36
1043,Cotton T-Shirt,Apparel,CT-043,24.99,17,424.83,2026-05-04,wholesale,266,40,120,5,Warehouse-A-02
1045,Jeans,Apparel,JN-045,79.99,6,479.94,2026-05-04,wholesale,12,12,40,14,Warehouse-B-21
1020,Gym Gloves,Sports,GG-020,19.99,22,439.78,2026-05-04,wholesale,44,30,90,7,Warehouse-B-20
1003,Bluetooth Speaker,Electronics,BS-003,59.99,5,299.95,2026-05-05,retail,76,15,40,10,Warehouse-C-14
1019,Water Bottle,Sports,WB-019,14.99,15,224.85,2026-05-05,retail,30,60,150,5,Warehouse-B-02
1023,Desk Lamp,Furniture,DL-023,39.99,17,679.83,2026-05-06,retail,106,20,55,7,Warehouse-B-01
